doc_id,label_id
112254572X,040586715
112254572X,040676870
112254572X,042314186
112254572X,042565014
112254572X,041305736
112254572X,041428935
112254572X,040676757
112254572X,041560523
1122621744,040476898
1122621744,040274896
1122743416,118616951
1122743416,040767264
1122743416,040245969
1123071578,041412990
1123071578,042043158
1123071578,040490750
1123071578,041153987
1123071578,041623517
112312177X,1001443063
112312177X,041935659
112312177X,04131817X
112312177X,042237688
1123282773,040408515
1123282773,040309339
1123282773,040009882
1123282773,040408760
1123282773,040408086
1123282862,12044898X
1123282862,964195720
1123283249,041818520
1123283249,041555155
1123414971,040336379
1123414971,041660439
1123414971,040759954
1123414971,040329038
1123414971,11852772X
1123414971,118518291
1123414971,118522981
1123414971,118825038
1123414971,118510460
1123414971,959790721
1123414971,040006263
1123421218,041132920
1123421218,040540219
1123476829,040118827
1123476829,040694674
1123476829,041300599
1123476829,041363299
1123476829,040144577
1123476829,040052486
1123476829,041947479
1123478449,118810758
1123478449,040227243
1123478449,040299295
1123478449,04077628X
1123480451,040763587
1123480451,041644808
1123480451,041315227
1123480451,1062915038
1123481539,041471172
1123481539,041587952
1123481539,950838330
1123483213,040179664
1123483213,043264646
1123483213,040793516
1123643881,040182029
1123643881,040476898
1123833753,040494012
1123833753,040465144
1123833753,040579522
1123833753,1036296504
1123833753,1072331047
1124007601,040086194
1124202889,040459748
1124202889,040581977
1124202889,946259461
1124202889,040491943
1124202889,040459772
1124202889,040772209
1124202889,041299035
1124403396,040355136
1124403396,040563669
1124512322,042882974
1124512322,943487382
1124512322,040349225
1124539719,040181189
1124539719,042264049
1124539719,040702855
1124539719,949799793
1124539719,940431181
1124539719,991483006
1124539719,954405110
1124541241,042245559
1124541241,960653120
1124541241,040445615
1124541241,040360504
1124541241,040028518
1124541241,040700097
1124541241,040039900
1125113618,040118827
1125113618,040031578
1125113618,041264142
1125113618,948037431
1125113618,041447409
1125113618,043230970
1125113618,041335848
1125113618,041157109
1125331801,040564428
1125331801,04139691X
1125331801,040563669
1125331801,042946115
112539501X,040455033
112539501X,041621875
112539501X,946135290
112539501X,042040124
112539501X,971197628
112539501X,042100860
1125631538,040787826
1125631538,041400488
1125885491,040992225
1125885491,042451469
1125885491,040402223
1125885491,040493962
1125906057,041401778
1125906057,964945355
1125906057,954444752
1125906057,041512766
112594773X,041132920
112594773X,040207137
112594773X,940447991
112594773X,041398394
112594773X,040060926
1125947861,04182749X
1125947861,040776239
112611572X,04126679X
112611572X,041847008
112611572X,946385246
112611572X,041411056
112611572X,041321405
112611572X,041741463
112611572X,941183971
1126128236,040197026
1126128236,041648145
1126247766,118573527
1126247766,041536827
1126247766,041890590
1126254169,040511588
1126254169,041231767
1126254169,957627521
1126254169,04181116X
1126254169,040717763
1126254274,118771280
1126254274,040272230
1126300144,040777049
1126300144,04054365X
1126300144,100072185X
1126300144,040350932
1126300144,04121465X
1126463752,040261816
1126463752,1274394058
1126463752,041521323
1126463752,041155122
1126463752,970894651
1126463752,040201368
1126463752,956426158
1126504718,042585058
1126504718,041309375
1126504718,041714679
1126504718,042150868
1126504718,042043166
1126538124,1344156339
1126538124,041221664
112659542X,040118827
112659542X,041171683
1126644242,042773539
1126644242,941370445
1126644242,041299833
1126685356,042088534
1126685356,040477649
1126685356,994554338
1126685356,040318834
1126685356,041653386
1126685356,041941969
1126773514,04128805X
1126773514,942272498
1126773514,041509072
1126773514,041124510
1126773514,041555856
1126773514,040336964
1126773514,962925446
1126773514,041253663
1126773514,040351653
1126773514,960963405
1127139940,954212207
1127139940,042219582
1127139940,041270835
1127139940,041431804
1127139940,040389596
1127235834,040654680
1127235834,040664384
1127235834,041649923
1127235834,040664937
1127338048,040118827
1127338048,041700082
1127338048,041267249
1127338048,04133745X
1127453149,040118827
1127453149,040432718
1127453149,040538818
1127453149,040162222
1127453149,04066399X
1127453149,040124754
1127453149,043249809
1127453149,041953800
1127453149,041714385
1127454889,041136446
1127454889,041869796
1127454889,04040949X
1127454889,040735737
1127553550,040118827
1127553550,041700082
1127553550,973266481
1127553550,041267249
1127611437,040563979
1127611437,040473767
1127611437,040350932
1127622692,1054363277
1127622692,040710505
1127622692,042702925
1127681249,040740323
1127681249,04187207X
1127681249,040747255
1127681249,043264646
1127681249,040544427
1127681249,040752364
1127681249,040708748
1127681249,040710343
1127801619,040203832
1127801619,041926749
1127927981,1059320789
1127927981,956397808
1127927981,1207581321
1127927981,042256984
1128027542,1034183893
1128110504,040762327
1128110504,040012409
1128110504,041238966
1128110504,040052273
1128158639,991483006
1128158639,040557227
1128158639,041378105
1128158639,040558797
1128158639,041714385
1128159007,040258017
1128159007,04035430X
1128159007,040100855
1128159007,040546829
1128159007,041532457
1128159007,041808649
1128362538,040118827
1128362538,040101738
1128362538,040101762
1128362538,040152170
1128362538,040490785
1128362538,041346815
1128554747,040118827
1128554747,041407059
1128554747,041209753
1128554747,041277473
1128554747,041774329
1128554747,041142136
1128554747,041157109
1128649667,040118827
1128649667,040027309
1128649667,041372654
1128649667,040027376
1128650495,000354392
1128650495,040149544
1128650495,040149579
1128650495,041277910
112869834X,041176227
112869834X,040059103
112869834X,040693775
112869834X,040786374
1128734443,041381823
1128734443,040321347
1128734443,041664566
1128818574,040207137
1128818574,040028992
1129174506,040455033
1129174506,95705002X
1129174506,041287746
1129174506,040006174
1129174506,041311116
1129174506,040063402
1129174506,040225968
1129222624,040059405
1129222624,040564363
1129222624,040763080
1129222624,040490785
1129310426,04045956X
1129451682,042596483
