doc_id,label_id
1122742851,952320045
1122742851,04201526X
1122742851,041737830
1122742851,040501310
1122764111,040118827
1122764111,041391195
1122830890,040652033
1122830890,040240878
1122830890,040746720
1122830890,040699943
1122831242,040716295
1122831242,004691792
1122831242,041165683
1122831242,041210948
1122831560,04134121X
1122831560,04120509X
1122831560,040642860
1122831560,042205549
1122831560,041342623
1122831560,041145704
1123071527,041359585
1123071527,042731275
1123071527,1366906624
1123071527,040760669
1123071527,958231893
1123071527,04318717X
1123191123,1090533586
1123191123,043287948
1123191123,040114139
1123191123,040350436
1123323739,004284224
1123323739,979945372
1123323739,040564428
1123323739,040352544
1123415145,041424069
1123415145,988219204
1123477523,041836685
1123477523,04126827X
1123477523,942632087
1123692807,040327868
1123692807,040156028
1123692807,040055655
1124131590,986822361
1124131590,041517954
1124131590,041654226
1124131590,1109064845
1124131590,1023745712
1124131590,1023747006
1124131590,962688320
112451287X,04049795X
112451287X,040318818
112454139X,040277437
112454139X,04010074X
112454139X,040300056
1124680454,040118827
1124680454,042908027
1124680454,981432670
1124680454,04274816X
1124680454,041616847
1124680454,944109977
1124680454,041386167
1124680454,04181116X
1125065761,040118894
1125065761,04180919X
1125065761,040120406
1125065761,973332336
112534525X,040175510
112534525X,041793110
112534525X,041626362
112534525X,979215455
112534525X,041370422
1125386886,041474546
1125386886,041698282
1125386886,040198685
1125386886,041907590
1125386886,994520042
1125386886,041760743
1125386886,041665856
1125386886,043090133
1125386886,041243293
1125386886,042140889
1125386886,042789257
1125541121,11854182X
1125541121,04049716X
1125541121,041728610
1125541121,04173128X
1125911638,041404963
1125911638,04183531X
1125911638,040255832
1125911638,041888804
1125911638,040662578
1125911638,96473222X
1125947764,041132920
1125947764,041323076
1125947764,04061588X
1125947764,040120619
1126086495,040335763
1126086495,041357108
1126086495,040455866
1126086495,04124348X
1126086495,04164199X
1126086495,041702972
1126086495,040550729
1126094269,004815750
1126094269,040350932
1126094269,040740986
1126094269,1251891020
1126094269,041264576
1126122483,040207137
1126122483,041927230
1126122483,040562182
1126129348,041142837
1126129348,040789314
1126129348,040272664
1126129348,042205549
1126129348,040665593
112641428X,040118827
112641428X,040746852
112641428X,041695364
112641428X,941399885
1126472964,040118827
1126472964,991869877
1126472964,969512805
1126472964,04045245X
1126472964,040111342
1126547492,040118827
1126547492,040297888
1126643068,992696054
1126643068,041241797
1126643068,04318717X
1126645958,041552369
1126645958,041291085
1126724599,040476677
1126724599,040039749
1126724599,04140257X
1126844225,040118827
1126844225,040538818
1126844225,040432718
1126844225,040490378
1126844225,041376854
1126923443,040713326
1126923443,040011119
1126923443,040290026
1126923443,042908027
1126923443,041233077
1126923443,040642283
1126923443,041656784
1127016571,960767053
1127016571,105926451X
1127016571,1054613230
1127147544,118555006
1127147544,040402223
1127147544,042349877
1127147544,040496732
1127147544,040485072
112752819X,004796454
112752819X,041750292
112752819X,1153427524
112752819X,040485617
112752819X,040006263
1127582399,041688457
1127582399,04050803X
1127582399,041451600
1127582399,100363964X
1127701290,040118827
1127701290,982398735
1127701290,042352754
1127701290,041272846
1127701290,042907039
1127701290,040137988
1127701290,947988491
1127801783,040203832
1128205955,042060907
1128205955,041143825
1128205955,041376854
1128205955,956305164
1128556022,04202787X
1128556022,040665623
1128574136,04193041X
1128574136,1266118357
1128574136,041287045
1128574136,040593177
1128574136,040649377
1128574136,042744733
1128574136,95023818X
1128594129,118547798
1128594129,041341902
1128594129,040573109
1128594129,040020533
1128594129,041289722
1128594129,949301329
1128594129,040198308
1128728761,04039395X
1128728761,041562674
1128728761,041336003
1128728761,04145961X
1128728761,041357485
1128819341,040194167
1128819341,041560272
1128819341,041377699
1128819341,041560523
1128819341,041230949
1128819341,973163119
1128898861,040026418
1128898861,1062915038
1128898861,04121465X
1128898861,040026922
1129046060,041746120
1129046060,040740986
1129046060,041231767
